mourn,admire-31.2,v01797051
pity,admire-31.2,v01821996
prefer,admire-31.2,
prize,admire-31.2,v02256109
prize,admire-31.2,v00694068
reaffirm,admire-31.2,
relish,admire-31.2,v01820302
resent,admire-31.2,v01825125
respect,admire-31.2,v00694068
revere,admire-31.2,v01778017
revere,admire-31.2,v01778568
rue,admire-31.2,v01796582
savor,admire-31.2,v01820302
stand,admire-31.2,v00668099
suffer,admire-31.2,v00078401
suffer,admire-31.2,v01794668
suffer,admire-31.2,v00065070
support,admire-31.2,v00668099
support,admire-31.2,v02453889
support,admire-31.2,v02556126
tolerate,admire-31.2,v00668099
treasure,admire-31.2,v02256109
treasure,admire-31.2,v01776214
trust,admire-31.2,v00688377
value,admire-31.2,v02256109
value,admire-31.2,v00694068
venerate,admire-31.2,v01778568
worship,admire-31.2,v01778990
worship,admire-31.2,v01778017
despise,admire-31.2-1,v01774799
detest,admire-31.2-1,v01774136
disdain,admire-31.2-1,v01774799
dislike,admire-31.2-1,v01776727
enjoy,admire-31.2-1,v01190948
enjoy,admire-31.2-1,v01820302
enjoy,admire-31.2-1,v01828736
fear,admire-31.2-1,v01780434
fear,admire-31.2-1,v01780202
fear,admire-31.2-1,v01778568
hate,admire-31.2-1,v01774136
like,admire-31.2-1,v01776952
like,admire-31.2-1,v01777210
love,admire-31.2-1,v01775164
love,admire-31.2-1,v01775535
love,admire-31.2-1,v01828736
regret,admire-31.2-1,v01796924
regret,admire-31.2-1,v00911562
regret,admire-31.2-1,v01796582
regret,admire-31.2-1,v00911761
admit,admit-65,v02502536
admit,admit-65,v02449847
allow,admit-65,v00802318
exclude,admit-65,v02449340
exclude,admit-65,v00615774
include,admit-65,v02449847
permit,admit-65,v00802318
welcome,admit-65,v01470098
adopt,adopt-93,v02346895
assume,adopt-93,v00524682
assume,adopt-93,v01982395
assume,adopt-93,v02381726
take_on,adopt-93,v00524682
take_on,adopt-93,v02381726
take_over,adopt-93,v02274482
take_over,adopt-93,v02381726
alert,advise-37.9,v00872414
assure,advise-37.9,
brief,advise-37.9,
encourage,advise-37.9,v01818235
inform,advise-37.9,
notify,advise-37.9,
admonish,advise-37.9-1,v00871195
admonish,advise-37.9-1,v00824066
admonish,advise-37.9-1,v00870577
advise,advise-37.9-1,v00873682
advise,advise-37.9-1,v00872886
caution,advise-37.9-1,v00871195
counsel,advise-37.9-1,v00872886
instruct,advise-37.9-1,v00749963
warn,advise-37.9-1,v00870213
warn,advise-37.9-1,v00833071
warn,advise-37.9-1,v00870577
warn,advise-37.9-1,v00832907
allow,allow-64,v00802318
approve,allow-64,v00673983
approve,allow-64,v00806502
permit,allow-64,v00802318
sanction,allow-64,v02479154
sanction,allow-64,v00806502
tolerate,allow-64,v00802946
couple,amalgamate-22.2-1,v01297624
couple,amalgamate-22.2-1,v01292885
incorporate,amalgamate-22.2-1,v01541000
incorporate,amalgamate-22.2-1,v00466651
integrate,amalgamate-22.2-1,v00466651
integrate,amalgamate-22.2-1,v00467451
match,amalgamate-22.2-1,v01292885
overlap,amalgamate-22.2-1,
amalgamate,amalgamate-22.2-1-1,v01462005
coalesce,amalgamate-22.2-1-1,v01461152
coalesce,amalgamate-22.2-1-1,v00394813
consolidate,amalgamate-22.2-1-1,v00165618
consolidate,amalgamate-22.2-1-1,v00165789
consolidate,amalgamate-22.2-1-1,v00242747
consolidate,amalgamate-22.2-1-1,v00242580
intermingle,amalgamate-22.2-1-1,v01462468
affiliate,amalgamate-22.2-2,v02589245
affiliate,amalgamate-22.2-2,v02435311
associate,amalgamate-22.2-2,v02589245
associate,amalgamate-22.2-2,v00713167
associate,amalgamate-22.2-2,v02470175
compare,amalgamate-22.2-2,v00652900
compare,amalgamate-22.2-2,v00653620
compare,amalgamate-22.2-2,v02729632
confederate,amalgamate-22.2-2,v02434541
confederate,amalgamate-22.2-2,v02470685
confuse,amalgamate-22.2-2,v00619610
confuse,amalgamate-22.2-2,v01657254
conjoin,amalgamate-22.2-2,v01291069
entangle,amalgamate-22.2-2,v02678287
identity,amalgamate-22.2-2,
incorporate,amalgamate-22.2-2,v01541000
incorporate,amalgamate-22.2-2,v00466651
integrate,amalgamate-22.2-2,v00466651
integrate,amalgamate-22.2-2,v00467451
muddle,amalgamate-22.2-2,v00620532
pair,amalgamate-22.2-2,v01428853
pair,amalgamate-22.2-2,v02490430
pair,amalgamate-22.2-2,v01292885
team,amalgamate-22.2-2,v01089285
total,amalgamate-22.2-2,v00949288
total,amalgamate-22.2-2,v02645007
alternate,amalgamate-22.2-2-1,v00121214
alternate,amalgamate-22.2-2-1,v00121506
alternate,amalgamate-22.2-2-1,v00121678
coalesce,amalgamate-22.2-2-1,v00394813
coincide,amalgamate-22.2-2-1,v00345312
consolidate,amalgamate-22.2-2-1,v00242747
consolidate,amalgamate-22.2-2-1,v00242580
contrast,amalgamate-22.2-2-1,v02666882
correlate,amalgamate-22.2-2-1,v00713996
correlate,amalgamate-22.2-2-1,v02658979
crisscross,amalgamate-22.2-2-1,v01913237
entwine,amalgamate-22.2-2-1,v01517662
entwine,amalgamate-22.2-2-1,v01672014
harmonize,amalgamate-22.2-2-1,v02700104
interchange,amalgamate-22.2-2-1,v02257370
interchange,amalgamate-22.2-2-1,v00121926
interchange,amalgamate-22.2-2-1,v00121678
interconnect,amalgamate-22.2-2-1,v01355646
interconnect,amalgamate-22.2-2-1,v02622969
interlace,amalgamate-22.2-2-1,v01517662
interlink,amalgamate-22.2-2-1,v01355646
interlink,amalgamate-22.2-2-1,v02622969
interlock,amalgamate-22.2-2-1,v01606018
interlock,amalgamate-22.2-2-1,v00405079
intermingle,amalgamate-22.2-2-1,v01462468
interrelate,amalgamate-22.2-2-1,v00713818
intersperse,amalgamate-22.2-2-1,v01376620
intertwine,amalgamate-22.2-2-1,v01517662
interweave,amalgamate-22.2-2-1,v01518924
mate,amalgamate-22.2-2-1,v01428853
mate,amalgamate-22.2-2-1,v01292885
rhyme,amalgamate-22.2-2-1,v02750432
unify,amalgamate-22.2-2-1,v01462005
unify,amalgamate-22.2-2-1,v00243124
unite,amalgamate-22.2-2-1,v02631163
unite,amalgamate-22.2-2-1,v02622234
unite,amalgamate-22.2-2-1,v00367685
unite,amalgamate-22.2-2-1,v00243124
oppose,amalgamate-22.2-3,v01081152
figure,amalgamate-22.2-3-1,
introduce,amalgamate-22.2-3-1,v01642437
introduce,amalgamate-22.2-3-1,v01421622
introduce,amalgamate-22.2-3-1,v02078591
introduce,amalgamate-22.2-3-1,v00901103
marry,amalgamate-22.2-3-1-1,v02488834
marry,amalgamate-22.2-3-1-1,v02489456
wed,amalgamate-22.2-3-1-1,v02488834
wed,amalgamate-22.2-3-1-1,v02489456
engage,amalgamate-22.2-3-2,v00886602
abash,amuse-31.1,v01792097
affect,amuse-31.1,v01767949
afflict,amuse-31.1,v01797730
affront,amuse-31.1,v00848420
aggravate,amuse-31.1,v01820901
aggrieve,amuse-31.1,
agitate,amuse-31.1,v01762528
agonize,amuse-31.1,v01794363
agonize,amuse-31.1,v01794523
alarm,amuse-31.1,v01782650
alienate,amuse-31.1,v01823528
amaze,amuse-31.1,v00724832
amaze,amuse-31.1,v00622384
amuse,amuse-31.1,v00859758
amuse,amuse-31.1,v02492362
anger,amuse-31.1,v01785971
anger,amuse-31.1,v01787106
annoy,amuse-31.1,v01787955
antagonize,amuse-31.1,v02564841
appall,amuse-31.1,v01782650
appall,amuse-31.1,v01810447
appease,amuse-31.1,v01765392
arouse,amuse-31.1,v01762283
arouse,amuse-31.1,v00022686
assuage,amuse-31.1,v01765392
astonish,amuse-31.1,v00724832
astound,amuse-31.1,v00724832
awe,amuse-31.1,v01779644
baffle,amuse-31.1,v00622384
befuddle,amuse-31.1,
beguile,amuse-31.1,v02578235
beguile,amuse-31.1,v01806505
bewilder,amuse-31.1,v00622384
bewilder,amuse-31.1,v01791232
bewitch,amuse-31.1,v00777522
bewitch,amuse-31.1,v01806505
boggle,amuse-31.1,v00726153
boggle,amuse-31.1,v01910779
bore,amuse-31.1,v01821884
bother,amuse-31.1,v01787955
bother,amuse-31.1,v01791408
bother,amuse-31.1,v01791535
bug,amuse-31.1,v01803380
calm,amuse-31.1,v01764800
captivate,amuse-31.1,v01806505
chagrin,amuse-31.1,v01799794
charm,amuse-31.1,v01806505
cheer,amuse-31.1,v00859153
cheer,amuse-31.1,v00859325
chill,amuse-31.1,v01818972
comfort,amuse-31.1,v01814815
concern,amuse-31.1,v02678438
confound,amuse-31.1,v00621734
confuse,amuse-31.1,v00621734
confuse,amuse-31.1,v01790739
console,amuse-31.1,v01814815
content,amuse-31.1,v01816844
convince,amuse-31.1,v00769553
cow,amuse-31.1,v01779803
crush,amuse-31.1,v01800195
cut,amuse-31.1,
daunt,amuse-31.1,v01785748
daze,amuse-31.1,v02115430
dazzle,amuse-31.1,v00725046
deject,amuse-31.1,v01814396
delight,amuse-31.1,v01817314
delight,amuse-31.1,v01815628
demolish,amuse-31.1,v01800195
demoralize,amuse-31.1,v01814396
depress,amuse-31.1,v01814396
devastate,amuse-31.1,v00260311
disappoint,amuse-31.1,v01798936
disarm,amuse-31.1,v01830445
discombobulate,amuse-31.1,v00621734
discombobulate,amuse-31.1,v01791232
discomfit,amuse-31.1,v01790020
discompose,amuse-31.1,v01790020
disconcert,amuse-31.1,v01790020
disconcert,amuse-31.1,v01790739
discourage,amuse-31.1,v01819147
disgrace,amuse-31.1,v01800422
disgrace,amuse-31.1,v02547225
disgruntle,amuse-31.1,v01830600
disgust,amuse-31.1,v02194913
disgust,amuse-31.1,v01808374
dishearten,amuse-31.1,v01819387
disillusion,amuse-31.1,v01817755
dismay,amuse-31.1,v01782650
dismay,amuse-31.1,v01814396
dispirit,amuse-31.1,v01814396
displease,amuse-31.1,v01817130
disquiet,amuse-31.1,v01764171
dissatisfy,amuse-31.1,v01816645
distract,amuse-31.1,v01764171
distress,amuse-31.1,v01798100
disturb,amuse-31.1,v01770501
divert,amuse-31.1,
dumbfound,amuse-31.1,v00622384
elate,amuse-31.1,v01811736
electrify,amuse-31.1,v01830798
embarrass,amuse-31.1,v01792097
embolden,amuse-31.1,v01817938
enchant,amuse-31.1,v01806505
encourage,amuse-31.1,v01818235
enervate,amuse-31.1,
engage,amuse-31.1,v00600370
engross,amuse-31.1,v00601043
engross,amuse-31.1,v00600370
enlighten,amuse-31.1,v00926932
enliven,amuse-31.1,
enrage,amuse-31.1,v01795888
enrapture,amuse-31.1,v01817314
entertain,amuse-31.1,v02492198
enthrall,amuse-31.1,v01817314
enthuse,amuse-31.1,v01830192
entice,amuse-31.1,v00782527
entrance,amuse-31.1,v01806505
exasperate,amuse-31.1,v01820901
exasperate,amuse-31.1,v01786906
excite,amuse-31.1,v01762283
excite,amuse-31.1,v01762528
excite,amuse-31.1,v01772960
excite,amuse-31.1,v01761706
exhaust,amuse-31.1,v00075421
exhilarate,amuse-31.1,v01812324
fascinate,amuse-31.1,v02678839
fascinate,amuse-31.1,v01806505
fatigue,amuse-31.1,
faze,amuse-31.1,v01783881
flabbergast,amuse-31.1,v00726153
flatter,amuse-31.1,v00880227
floor,amuse-31.1,v01809064
fluster,amuse-31.1,v01791973
fluster,amuse-31.1,v01790383
frighten,amuse-31.1,v01779165
frustrate,amuse-31.1,v01803003
gall,amuse-31.1,v01786760
galvanize,amuse-31.1,v01821634
gladden,amuse-31.1,v01813499
gladden,amuse-31.1,v01812950
gratify,amuse-31.1,v01182293
gratify,amuse-31.1,v01816431
grieve,amuse-31.1,v01797582
harass,amuse-31.1,v01789514
harm,amuse-31.1,
haunt,amuse-31.1,v01783214
hearten,amuse-31.1,v01817938
horrify,amuse-31.1,v01782650
humble,amuse-31.1,v01799794
humble,amuse-31.1,v01801697
humiliate,amuse-31.1,v01799794
hurt,amuse-31.1,v00260470
hypnotize,amuse-31.1,
impair,amuse-31.1,
impress,amuse-31.1,v01769902
impress,amuse-31.1,v01767949
impress,amuse-31.1,v00728393
incense,amuse-31.1,v01786906
inflame,amuse-31.1,
infuriate,amuse-31.1,v01786906
inspire,amuse-31.1,v00771961
insult,amuse-31.1,v00848420
interest,amuse-31.1,v01821423
intimidate,amuse-31.1,v01781180
intoxicate,amuse-31.1,v01811736
intrigue,amuse-31.1,v02678839
invigorate,amuse-31.1,v00028362
invigorate,amuse-31.1,v00442063
irk,amuse-31.1,v01786760
irritate,amuse-31.1,v01787955
jade,amuse-31.1,
jar,amuse-31.1,v01769090
jollify,amuse-31.1,
jolt,amuse-31.1,v01762963
lull,amuse-31.1,v01763643
madden,amuse-31.1,v01787600
madden,amuse-31.1,v01787709
menace,amuse-31.1,
mesmerize,amuse-31.1,v00777522
miff,amuse-31.1,v01786620
molest,amuse-31.1,
mollify,amuse-31.1,v01765392
mortify,amuse-31.1,v01801847
move,amuse-31.1,v01771390
move,amuse-31.1,v01767949
muddle,amuse-31.1,v00620532
mystify,amuse-31.1,v00622384
nauseate,amuse-31.1,v01808374
nettle,amuse-31.1,v01787955
numb,amuse-31.1,v02115273
obsess,amuse-31.1,v01783214
occupy,amuse-31.1,
offend,amuse-31.1,v01793177
offend,amuse-31.1,v01789270
offend,amuse-31.1,v01810447
outrage,amuse-31.1,v01810447
overawe,amuse-31.1,v01779803
overwhelm,amuse-31.1,v01809321
pacify,amuse-31.1,v01765392
pain,amuse-31.1,v01792567
peeve,amuse-31.1,v01788932
perplex,amuse-31.1,v00622384
perturb,amuse-31.1,v01764171
pester,amuse-31.1,
pique,amuse-31.1,v01789270
placate,amuse-31.1,v01765392
plague,amuse-31.1,v01789514
please,amuse-31.1,v01815628
preoccupy,amuse-31.1,v01783394
provoke,amuse-31.1,v01759326
provoke,amuse-31.1,v01789514
puzzle,amuse-31.1,v00622384
quench,amuse-31.1,
rankle,amuse-31.1,v01773825
ravish,amuse-31.1,
reassure,amuse-31.1,v01019808
reassure,amuse-31.1,v01766407
recharge,amuse-31.1,
refresh,amuse-31.1,v00164444
rejuvenate,amuse-31.1,
relax,amuse-31.1,v00025654
relieve,amuse-31.1,v01815185
relieve,amuse-31.1,v02312996
repel,amuse-31.1,v01808769
repel,amuse-31.1,v02194913
repulse,amuse-31.1,v01808769
revitalize,amuse-31.1,v00097621
revolt,amuse-31.1,v02194913
revolt,amuse-31.1,v01808374
rile,amuse-31.1,v01787955
roil,amuse-31.1,
ruffle,amuse-31.1,v01789047
ruffle,amuse-31.1,v01790538
sadden,amuse-31.1,v01813053
satiate,amuse-31.1,
satisfy,amuse-31.1,v01816431
scandalize,amuse-31.1,v01810447
scare,amuse-31.1,v01779165
scare,amuse-31.1,v01785748
shake,amuse-31.1,v01761706
shame,amuse-31.1,v02547225
shame,amuse-31.1,v01792287
shock,amuse-31.1,v01809064
shock,amuse-31.1,v01810447
shock,amuse-31.1,v01783022
sicken,amuse-31.1,v01808374
sober,amuse-31.1,v00149469
solace,amuse-31.1,v01814815
soothe,amuse-31.1,v01814815
spellbind,amuse-31.1,v00777522
spook,amuse-31.1,v01830965
stagger,amuse-31.1,v01810126
startle,amuse-31.1,v01821634
stimulate,amuse-31.1,v02116118
stimulate,amuse-31.1,v00022686
stimulate,amuse-31.1,v01761706
sting,amuse-31.1,v01793742
stir,amuse-31.1,v01629958
stir,amuse-31.1,v01761706
strike,amuse-31.1,v01767949
stump,amuse-31.1,v00620379
stun,amuse-31.1,v02115430
stupefy,amuse-31.1,v02115618
stupefy,amuse-31.1,v00622384
surprise,amuse-31.1,v00725274
tantalize,amuse-31.1,v00850501
taunt,amuse-31.1,
tease,amuse-31.1,v01803380
tease,amuse-31.1,v00850501
tempt,amuse-31.1,v01807770
tempt,amuse-31.1,v01807529
terrify,amuse-31.1,v01780941
terrorize,amuse-31.1,v01780941
threaten,amuse-31.1,v02697120
thrill,amuse-31.1,v01796346
thrill,amuse-31.1,v02117333
thrill,amuse-31.1,v01812324
throw,amuse-31.1,v00621734
throw,amuse-31.1,v01791232
tickle,amuse-31.1,v01796346
tire,amuse-31.1,v01821884
titillate,amuse-31.1,v01816219
torment,amuse-31.1,v01802689
torment,amuse-31.1,v01803003
torture,amuse-31.1,
touch,amuse-31.1,v01770802
transfix,amuse-31.1,
transport,amuse-31.1,v01817314
trouble,amuse-31.1,v01764171
trouble,amuse-31.1,v01770501
try,amuse-31.1,v01798782
unnerve,amuse-31.1,v01783881
unsettle,amuse-31.1,v01783881
uplift,amuse-31.1,v01811736
upset,amuse-31.1,v01790020
upset,amuse-31.1,v01770501
vex,amuse-31.1,v01787955
weary,amuse-31.1,v00075021
worry,amuse-31.1,v02678438
worry,amuse-31.1,v01765908
wound,amuse-31.1,v01793177
wow,amuse-31.1,v01770252
baa,animal_sounds-38,v01048330
bark,animal_sounds-38,v01047745
bay,animal_sounds-38,v01048073
bellow,animal_sounds-38,v01048718
blat,animal_sounds-38,v01048330
bleat,animal_sounds-38,v01048330
boom,animal_sounds-38,v02187510
bray,animal_sounds-38,v01054553
buzz,animal_sounds-38,v02182109
cackle,animal_sounds-38,v01056369
call,animal_sounds-38,v00975036
caw,animal_sounds-38,v01060065
chatter,animal_sounds-38,v01037303
cheep,animal_sounds-38,v01052301
chirp,animal_sounds-38,v01052301
chirrup,animal_sounds-38,v01052301
chitter,animal_sounds-38,v01053623
cluck,animal_sounds-38,v01054849
coo,animal_sounds-38,v00909896
croak,animal_sounds-38,v01064401
crow,animal_sounds-38,v00857653
cuckoo,animal_sounds-38,v00957945
drone,animal_sounds-38,v02188442
gobble,animal_sounds-38,v01058426
groan,animal_sounds-38,v01045419
growl,animal_sounds-38,v01045719
grunt,animal_sounds-38,v01043231
hee-haw,animal_sounds-38,v01054553
hiss,animal_sounds-38,v01054186
hiss,animal_sounds-38,v01053771
honk,animal_sounds-38,v01053339
hoot,animal_sounds-38,v01042725
howl,animal_sounds-38,v01047381
low,animal_sounds-38,v01055018
meow,animal_sounds-38,v01052782
mew,animal_sounds-38,v01052782
moan,animal_sounds-38,v01045419
moo,animal_sounds-38,v01055018
neigh,animal_sounds-38,v01059743
oink,animal_sounds-38,v01054694
peep,animal_sounds-38,v01052301
pipe,animal_sounds-38,v00914420
purr,animal_sounds-38,v01052936
quack,animal_sounds-38,v01053098
rattle,animal_sounds-38,v01890626
roar,animal_sounds-38,v01048718
rumble,animal_sounds-38,v02187320
rumble,animal_sounds-38,v01045719
scrawk,animal_sounds-38,
screech,animal_sounds-38,
snarl,animal_sounds-38,
squawk,animal_sounds-38,v01048939
squeak,animal_sounds-38,v02171664
squeal,animal_sounds-38,v01054694
stridulate,animal_sounds-38,v02172296
thunder,animal_sounds-38,v01046587
trill,animal_sounds-38,v01050896
trumpet,animal_sounds-38,
tweet,animal_sounds-38,v02177661
twitter,animal_sounds-38,v01053623
ululate,animal_sounds-38,v01046932
wail,animal_sounds-38,v01046932
warble,animal_sounds-38,v01050896
wheeze,animal_sounds-38,v00006697
whimper,animal_sounds-38,v00066025
whine,animal_sounds-38,v01839280
whinny,animal_sounds-38,v01059743
whistle,animal_sounds-38,v02183626
woof,animal_sounds-38,
yap,animal_sounds-38,v01048171
yell,animal_sounds-38,v00913065
yelp,animal_sounds-38,v01048171
yip,animal_sounds-38,v01048171
yowl,animal_sounds-38,v01047381
yowl,animal_sounds-38,v00914634
niggle,appeal-31.4-1,v01793933
grate,appeal-31.4-2,v01773825
jar,appeal-31.4-2,v01769090
appeal,appeal-31.4-3,v01807882
matter,appeal-31.4-3,v02645839
appear,appear-48.1.1,v00425967
appear,appear-48.1.1,v00422090
arise,appear-48.1.1,v02625786
arise,appear-48.1.1,v02624263
awake,appear-48.1.1,v00018526
awaken,appear-48.1.1,v00018526
break,appear-48.1.1,v02625187
break,appear-48.1.1,v01991347
break,appear-48.1.1,v00558536
break,appear-48.1.1,v00935987
burst,appear-48.1.1,v00424224
come,appear-48.1.1,v02743921
come,appear-48.1.1,v00341917
dawn,appear-48.1.1,v00528836
dawn,appear-48.1.1,v02609614
derive,appear-48.1.1,v00251615
develop,appear-48.1.1,v02624263
emanate,appear-48.1.1,v00546192
emerge,appear-48.1.1,v01990694
emerge,appear-48.1.1,v00528990
emerge,appear-48.1.1,v00426581
emerge,appear-48.1.1,v00423971
erupt,appear-48.1.1,v00345508
erupt,appear-48.1.1,v00307785
evolve,appear-48.1.1,v00251064
exude,appear-48.1.1,
flow,appear-48.1.1,v02066510
flow,appear-48.1.1,v02066939
form,appear-48.1.1,v02623906
grow,appear-48.1.1,v02624263
gush,appear-48.1.1,v02068413
gush,appear-48.1.1,v01516290
issue,appear-48.1.1,v00528990
materialize,appear-48.1.1,v00344174
open,appear-48.1.1,v00540101
plop,appear-48.1.1,
pop_up,appear-48.1.1,
reappear,appear-48.1.1,
re-emerge,appear-48.1.1,
result,appear-48.1.1,v02634265
rise,appear-48.1.1,v02624263
show_up,appear-48.1.1,
spill,appear-48.1.1,
spread,appear-48.1.1,v01380122
spring up,appear-48.1.1,
steal,appear-48.1.1,
stem,appear-48.1.1,v02627753
stream,appear-48.1.1,v02028366
supervene,appear-48.1.1,v00341422
surge,appear-48.1.1,v02041206
take shape,appear-48.1.1,
wax,appear-48.1.1,v00433525
wax,appear-48.1.1,v00433232
adopt,appoint-29.1,v02346895
adopt,appoint-29.1,v02381726
adopt,appoint-29.1,v00601822
adopt,appoint-29.1,v02346724
appoint,appoint-29.1,v02475922
appoint,appoint-29.1,v02396205
coronate,appoint-29.1,v02390949
crown,appoint-29.1,v02390949
designate,appoint-29.1,v01030132
elect,appoint-29.1,v02400760
install,appoint-29.1,v02384041
mark,appoint-29.1,v00651991
name,appoint-29.1,
nominate,appoint-29.1,v02396716
nominate,appoint-29.1,v00879540
nominate,appoint-29.1,v02396205
nominate,appoint-29.1,v02401523
ordain,appoint-29.1,v02427726
ordain,appoint-29.1,v02386012
proclaim,appoint-29.1,v00978173
reelect,appoint-29.1,v02401296
upgrade,appoint-29.1,
want,appoint-29.1,v00709205
accept,approve-77,v00719231
accept,approve-77,v00668805
discourage,approve-77,v01819147
discourage,approve-77,v00908099
disprefer,approve-77,
encourage,approve-77,v01818235
encourage,approve-77,v02554922
reject,approve-77,
understand,approve-77,v00594058
analyze,assessment-34.1,v00644583
appraise,assessment-34.1,v00681429
assess,assessment-34.1,v00681429
audit,assessment-34.1,v00697062
evaluate,assessment-34.1,v00681429
review,assessment-34.1,v00855512
scrutinize,assessment-34.1,v00697062
scrutinize,assessment-34.1,v02153387
study,assessment-34.1,v00644583
bend,assuming_position-50,v02062632
bow,assuming_position-50,v02040273
bow,assuming_position-50,v02062632
bow,assuming_position-50,v00898691
crouch,assuming_position-50,v02062632
flop,assuming_position-50,v01972753
flop,assuming_position-50,v01972849
hang,assuming_position-50,
hunch,assuming_position-50,
hunch_up,assuming_position-50,
kneel,assuming_position-50,v01545649
lean,assuming_position-50,v02038357
lie,assuming_position-50,v01985029
lie_down,assuming_position-50,
perch,assuming_position-50,v01543731
plop,assuming_position-50,v01500572
rise,assuming_position-50,v01983264
rise,assuming_position-50,v01968569
rise,assuming_position-50,v01990281
rise,assuming_position-50,v00018158
sit,assuming_position-50,v01984902
sit_down,assuming_position-50,
slouch,assuming_position-50,v01989720
slump,assuming_position-50,v01988886
slump,assuming_position-50,v01989720
sprawl,assuming_position-50,v02032227
sprawl,assuming_position-50,v01543426
squat,assuming_position-50,v01545314
squat_down,assuming_position-50,
stand,assuming_position-50,v02734488
stand_up,assuming_position-50,
stoop,assuming_position-50,v02064612
stoop,assuming_position-50,v02062632
straddle,assuming_position-50,v02705913
avoid,avoid-52,v01189823
avoid,avoid-52,v00811375
avoid,avoid-52,v02463510
avoid,avoid-52,v02453321
boycott,avoid-52,
circumvent,avoid-52,v00809654
dodge,avoid-52,v00809654
dodge,avoid-52,v02096494
duck,avoid-52,v00809654
elude,avoid-52,v00809654
elude,avoid-52,v02074377
eschew,avoid-52,v00812149
evade,avoid-52,v02074377
evade,avoid-52,v00809654
forgo,avoid-52,
shun,avoid-52,v00812149
sidestep,avoid-52,v00809654
banish,banish-10.2,v02504280
banish,banish-10.2,v02504017
banish,banish-10.2,v02503803
banish,banish-10.2,v02003359
deport,banish-10.2,v02503365
deport,banish-10.2,v02499312
evacuate,banish-10.2,v02014024
evacuate,banish-10.2,v01856450
expel,banish-10.2,v02501738
expel,banish-10.2,v02401809
extradite,banish-10.2,v02503365
recall,banish-10.2,v02312478
recall,banish-10.2,v02480216
recall,banish-10.2,v00791506
remove,banish-10.2,v02086458
remove,banish-10.2,v00173338
remove,banish-10.2,v02224055
remove,banish-10.2,v02404904
remove,banish-10.2,v02404224
shanghai,banish-10.2,v01471547
base,base-97.1,v00636888
build,base-97.1,v00637115
construe,base-97.1,v00623151
establish,base-97.1,v00636888
found,base-97.1,v00636888
ground,base-97.1,v00636888
consult,battle-36.4,v00876665
contend,battle-36.4,
exile,battle-36.4,
argue,battle-36.4-1,v00773432
bargain,battle-36.4-1,v00764782
battle,battle-36.4-1,v01092366
bicker,battle-36.4-1,v00774056
brawl,battle-36.4-1,v00774344
clash,battle-36.4-1,v00805228
combat,battle-36.4-1,v01092366
communicate,battle-36.4-1,
compete,battle-36.4-1,v01072262
conflict,battle-36.4-1,v02667228
correspond,battle-36.4-1,v01006810
dicker,battle-36.4-1,v02259829
differ,battle-36.4-1,v00804802
disagree,battle-36.4-1,v00804802
dispute,battle-36.4-1,v00775156
duel,battle-36.4-1,v01121948
feud,battle-36.4-1,v01123261
fight,battle-36.4-1,v02407338
joust,battle-36.4-1,v01122736
